,chn,voltage,current,in_compliance,chn,voltage,current,in_compliance,chn,voltage,current,in_compliance,chn,voltage,current,in_compliance
0,master,-0.49999972132706366,-1.5725183616356028e-13,False,slave1,0.10000008091001834,9.504421568949152e-08,False,slave2,-1.008746174698677e-07,-7.749156829840167e-08,False,slave3,-2.3567969331412392e-07,-5.645809998359324e-07,False
1,master,-0.47999978027125034,-1.1962882860952871e-13,False,slave1,0.10000003912810673,9.560494852541468e-08,False,slave2,3.784709736581737e-08,-7.777071659917627e-08,False,slave3,5.6469979576104223e-08,-5.654212334897993e-07,False
2,master,-0.45999988130273695,-3.2347151707848397e-13,False,slave1,0.100000011273499,9.70067806152497e-08,False,slave2,-8.700244598629919e-08,-7.581667849367274e-08,False,slave3,5.6469979576104223e-08,-5.657013113744306e-07,False
3,master,-0.4400005855855231,-2.1461150341806023e-13,False,slave1,0.09999977450933321,9.588531494337626e-08,False,slave2,-8.700244598629919e-08,-7.832901320075259e-08,False,slave3,-4.091324472092761e-08,-5.662614671436933e-07,False
4,master,-0.42000071467520966,-3.41974635547665e-13,False,slave1,0.09999984414585257,9.784787986913445e-08,False,slave2,-1.7641588568456656e-08,-7.442093698974551e-08,False,slave3,2.8646201206267152e-08,-5.645809998359324e-07,False
5,master,-0.4000008016775964,-1.5170090062279305e-13,False,slave1,0.09999992770967578,9.70067806152497e-08,False,slave2,2.3974925882248865e-08,-7.693327169682536e-08,False,slave3,8.224228355627194e-10,-5.679419344514541e-07,False
6,master,-0.38000223547358164,-2.5655190528154583e-13,False,slave1,0.09999992770967578,9.728714703321128e-08,False,slave2,-5.925810301916218e-08,-7.637497509524905e-08,False,slave3,9.820564713259455e-08,-5.640208440666427e-07,False
7,master,-0.35999847850257227,-2.2232113611354155e-13,False,slave1,0.09999995556428352,9.756751345117286e-08,False,slave2,-2.2572416082198427e-07,-7.497923359129472e-08,False,slave3,-1.2438457983130619e-07,-5.682220123361126e-07,False
8,master,-0.34000010870595737,-2.8800720667919234e-13,False,slave1,0.09999992770967578,9.756751345117286e-08,False,slave2,-3.228293612069638e-07,-7.41417886889438e-08,False,slave3,5.6469979576104223e-08,-5.668216229129559e-07,False
9,master,-0.3200014022109428,-3.256302142332239e-13,False,slave1,0.09999995556428352,9.616568136136495e-08,False,slave2,6.559144033295439e-08,-7.581667849367274e-08,False,slave3,-2.0785591494255212e-07,-5.685020902207439e-07,False
10,master,-0.2999994129065317,-3.6232806586377704e-13,False,slave1,0.10000017840114545,9.840861270505761e-08,False,slave2,-1.1474678895343621e-07,-7.35834920873946e-08,False,slave3,4.255809039118569e-08,-5.690622459899794e-07,False
11,master,-0.2800014499538164,-2.226295214213763e-13,False,slave1,0.09999992770967578,9.728714703321128e-08,False,slave2,-5.925810301916218e-08,-7.777071659917627e-08,False,slave3,-1.1047269064638765e-07,-5.676618565668228e-07,False
