,chn,voltage,current,in_compliance,chn,voltage,current,in_compliance,chn,voltage,current,in_compliance,chn,voltage,current,in_compliance
0,master,-0.4999995950651637,-1.1870367268605028e-13,False,slave1,0.10000041516531123,9.774269520302311e-10,False,slave2,-3.228293612069638e-07,-8.271506309785536e-09,False,slave3,4.1817909839265976e-07,-5.6963484960859075e-09,False
1,master,-0.48000004682415004,-2.380487868123648e-13,False,slave1,0.100012225518993,-8.617896202968918e-12,False,slave2,6.559144033295439e-08,-7.572080224481183e-10,False,slave3,2.54669814373637e-06,-7.831086276379366e-11,False
2,master,-0.45999940431333747,-2.516177403564481e-13,False,slave1,0.10000139007658213,4.84172476479149e-12,False,slave2,2.6596875077637347e-06,-3.4174276557161935e-11,False,slave3,-4.4435803109223876e-07,-6.914695826906503e-11,False
3,master,-0.44000027694532334,-3.157618843829768e-13,False,slave1,0.10000083298442733,3.0346460237514524e-12,False,slave2,3.5690704148789304e-07,-1.541934430291361e-11,False,slave3,-4.721818094629432e-07,-6.914695826906503e-11,False
4,master,-0.42000077079160963,-1.603356892417528e-13,False,slave1,0.0999979639598301,6.11914249552726e-12,False,slave2,-1.979798178557146e-07,-1.3931349677783154e-11,False,slave3,1.1211753631751309e-07,-7.313668539602268e-11,False
5,master,-0.3999995951749976,-2.4051586927491366e-13,False,slave1,0.09999850712468104,7.926221236570606e-12,False,slave2,1.6269664071793394e-07,-1.4241348558021699e-11,False,slave3,1.5385320387313606e-07,-6.992620184854975e-11,False
6,master,-0.3799993454789846,-2.361984749654338e-13,False,slave1,0.10000072156599636,7.895064706552903e-12,False,slave2,-3.5057370417410083e-07,-1.4458347774185041e-11,False,slave3,-1.8003213657271505e-07,-7.036257825306079e-11,False
7,master,-0.3599999094707708,-2.5408482281899697e-13,False,slave1,0.10000027589227253,7.1473079861214015e-12,False,slave2,8.008165289629526e-07,-1.306335281312317e-11,False,slave3,1.1211753631751309e-07,-7.061193619849709e-11,False
8,master,-0.33999929501815823,-2.7721372090549264e-13,False,slave1,0.10000061014756541,7.39656022626303e-12,False,slave2,-1.2861896043700471e-07,-1.3652350685574089e-11,False,slave3,4.0426720920774123e-07,-6.836771468958362e-11,False
9,master,-0.3199996064861447,-1.5139251531498414e-13,False,slave1,0.09999906421683584,4.779411704756083e-12,False,slave2,-1.7023547488771024e-07,-1.4582347326279797e-11,False,slave3,1.3994131468735016e-07,-6.883526083727048e-11,False
10,master,-0.30000010033243096,-2.0751864133819673e-13,False,slave1,0.10000026196496867,3.6266200940911276e-12,False,slave2,1.010275439954772e-08,-1.4582347326279797e-11,False,slave3,-3.3306291761115575e-07,-6.690273676015156e-11,False
11,master,-0.2800002294221176,-3.3148953508180005e-13,False,slave1,0.10000002520080287,6.461864325725307e-12,False,slave2,3.430348700051919e-07,-1.1668357852064608e-11,False,slave3,1.2602942550243162e-07,-6.799367777143082e-11,False
12,master,-0.2599993343875053,-2.6765377636305444e-13,False,slave1,0.10000013661923382,5.1844465949895375e-12,False,slave2,2.3974925882248865e-08,-1.582234284722074e-11,False,slave3,-1.8003213657271505e-07,-6.983269261901237e-11,False
13,master,-0.24000010881579126,-2.1677020057280017e-13,False,slave1,0.09999994163697964,6.493020855743011e-12,False,slave2,-5.925810301916218e-08,-1.5326344638845025e-11,False,slave3,7.242406604686738e-07,-7.11418218325422e-11,False
14,master,-0.2199998450906783,-2.0967733849293667e-13,False,slave1,0.0999991756352668,6.430707795707604e-12,False,slave2,3.430348700051919e-07,-1.520234508675027e-11,False,slave3,-8.264891227568322e-08,-6.846122391912099e-11,False
15,master,-0.19999973568566518,-3.222379758471966e-13,False,slave1,0.10000016447384157,9.452891207448004e-12,False,slave2,-1.841076463721461e-07,-1.4892346206515033e-11,False,slave3,1.1211753631751309e-07,-6.905344903952766e-11,False
16,master,-0.18000017341555152,-3.083606369953044e-13,False,slave1,0.10000015054653769,7.2096210461568085e-12,False,slave2,2.45929669619345e-07,-1.5078345534655513e-11,False,slave3,8.429375794680866e-08,-6.989503210537062e-11,False
17,master,-0.15999946075923902,-2.115276503398677e-13,False,slave1,0.09999964916359838,2.411515423390765e-12,False,slave2,-1.5636330340414173e-07,-1.52643448627993e-11,False,slave3,5.294742118746101e-07,-6.652869984200207e-11,False
18,master,-0.14000015101292507,-2.654950792083145e-13,False,slave1,0.09999981629124481,5.527168425187585e-12,False,slave2,-3.228293612069638e-07,-1.368335057359695e-11,False,slave3,5.6469979576104223e-08,-6.780665931235608e-11,False
19,master,-0.11999983117141219,-2.7721372090549264e-13,False,slave1,0.10000081905712346,4.935194354844601e-12,False,slave2,-3.921902186256737e-07,-1.4303348334067423e-11,False,slave3,-1.3829646901709208e-07,-6.930280698496396e-11,False
20,master,-0.09999944118439937,-2.028928617208821e-13,False,slave1,0.10000009483732222,4.966350884862304e-12,False,slave2,-3.1513760052025164e-08,-1.7248337696305474e-11,False,slave3,-1.5220835820287798e-07,-6.864824237819904e-11,False
21,master,-0.0799991774592864,-2.0690187072255306e-13,False,slave1,0.10000017840114545,6.430707795707604e-12,False,slave2,9.33357833000914e-08,-1.3962349565806016e-11,False,slave3,5.294742118746101e-07,-6.78378290555352e-11,False
22,master,-0.06000024649867209,-2.2478821857611625e-13,False,slave1,0.09999967701820611,6.3995512656899e-12,False,slave2,3.784709736581737e-08,-1.6318341055599766e-11,False,slave3,-1.2438457983130619e-07,-7.001971107808712e-11,False
23,master,-0.03999996874445915,-1.5478475370098558e-13,False,slave1,0.09999956559977516,8.705134487019811e-12,False,slave2,3.846513844558974e-07,-1.464434710232552e-11,False,slave3,5.572979902453146e-07,-6.989503210537062e-11,False
24,master,-0.020000238125145647,-1.9610838494885335e-13,False,slave1,0.10000090262094669,2.8477068436419227e-12,False,slave2,-3.1513760052025164e-08,-1.3652350685574089e-11,False,slave3,7.038186876189012e-08,-6.908461878270678e-11,False
25,master,3.6229836696162476e-07,-2.852317389088087e-13,False,slave1,0.09999959345438289,5.3713857750957585e-12,False,slave2,-1.1474678895343621e-07,-1.3435351469407438e-11,False,slave3,-3.7479858516591136e-07,-6.945865570085958e-11,False
26,master,0.01999978427748078,-1.1037726937492528e-13,False,slave1,0.09999892494379714,6.773429625905651e-12,False,slave2,7.94636118165229e-08,-1.4241348558021699e-11,False,slave3,-6.53036368871221e-07,-7.001971107808712e-11,False
27,master,0.03999992174069387,-2.5007581381735186e-13,False,slave1,0.10000108367589698,6.617646975817133e-12,False,slave2,-1.841076463721461e-07,-1.2660354268819348e-11,False,slave3,6.825049929130508e-07,-6.867941212137817e-11,False
28,master,0.059999904883807104,-2.516177403564481e-13,False,slave1,0.0999988970891894,6.58649044579943e-12,False,slave2,6.559144033295439e-08,-1.541934430291361e-11,False,slave3,5.6469979576104223e-08,-6.821186597368469e-11,False
